Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Drib_Tkl,Drib_Att,Drib_Tkl%,Drib_Past,Press,Press_Succ,Press_%,Press_Def 3rd,Press_Mid 3rd,Press_Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
461,Jordan Thomas\Jordan-Thomas,eng ENG,FW,Norwich City,,,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,3.0,1.33,1.00,0.67,0.67,0.00,0.33,1.33,25.0,1.00,12.0,2.67,22.2,4.33,5.67,2.00,1.00,0.00,0.00,1.00,0.33,1.67,3.33,0.00,Matches
463,Max Thompson\Max-Thompson,eng ENG,FW,Burnley,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,31.4,1.82,1.27,0.57,0.89,0.35,0.48,2.26,21.1,1.78,19.2,5.29,27.5,4.94,10.4,3.95,1.62,0.19,0.00,1.43,0.57,2.39,0.76,0.00,Matches
465,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,11.0,1.91,1.00,1.09,0.45,0.36,0.91,1.36,66.7,0.45,11.5,3.55,31.0,5.64,4.64,1.18,2.00,0.36,0.00,1.64,0.91,2.82,4.00,0.00,Matches
466,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,1.70,0.80,1.31,0.40,0.00,0.68,1.02,66.7,0.34,7.84,2.56,32.6,5.57,1.99,0.28,1.87,0.85,0.00,1.02,0.68,2.39,7.84,0.00,Matches
467,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14.3,2.10,1.05,1.33,0.70,0.07,0.49,0.91,53.8,0.42,10.4,3.36,32.2,5.73,4.48,0.21,2.03,0.63,0.00,1.40,1.05,3.15,6.50,0.14,Matches
468,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,16.8,2.20,1.43,1.01,0.95,0.24,0.71,1.96,36.4,1.25,24.0,6.07,25.3,9.29,11.9,2.80,1.73,0.54,0.00,1.19,1.43,3.63,1.79,0.06,Matches
469,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,,0.00,35.0,5.50,15.7,8.00,20.5,6.50,1.50,0.00,0.00,1.50,0.00,1.00,0.50,0.00,Matches
470,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,3.2,0.63,0.00,0.00,0.00,0.63,0.00,0.63,0.0,0.63,16.9,5.00,29.6,0.31,6.56,10.0,0.63,0.31,0.00,0.31,0.00,0.63,0.31,0.00,Matches
471,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,14.4,2.22,1.39,0.97,0.90,0.35,0.97,2.50,38.9,1.53,20.1,4.51,22.4,7.22,8.75,4.17,1.94,0.00,0.00,1.94,0.90,3.13,0.69,0.00,Matches
472,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,23,1996,28.9,1.42,0.80,0.52,0.48,0.42,0.35,0.93,37.0,0.59,14.0,3.74,26.7,3.39,6.85,3.74,0.97,0.14,0.00,0.83,0.28,1.70,0.83,0.00,Matches
473,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Matches
474,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,21.7,1.94,1.29,0.92,0.65,0.37,0.32,1.94,16.7,1.61,24.4,5.94,24.3,7.56,10.6,6.27,1.89,0.09,0.00,1.80,0.78,2.72,0.78,0.00,Matches
475,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,22.3,1.26,0.72,0.58,0.54,0.13,0.40,1.75,23.1,1.35,16.7,4.48,26.8,3.23,7.62,5.87,1.30,0.09,0.00,1.21,0.45,1.70,0.22,0.00,Matches
476,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,12.6,3.89,2.38,2.06,1.43,0.40,1.43,5.24,27.3,3.81,31.3,8.89,28.4,14.0,15.9,1.35,1.67,0.56,0.00,1.11,1.19,5.08,3.02,0.00,Matches
477,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,1.43,1.43,0.00,1.43,0.00,0.00,0.48,0.0,0.48,14.3,3.81,26.7,5.71,6.67,1.90,3.33,0.00,0.00,3.33,0.95,2.38,2.86,0.48,Matches
478,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,8.7,2.41,1.49,1.38,0.69,0.34,0.57,2.30,25.0,1.72,19.7,5.63,28.7,9.77,5.86,4.02,2.18,0.23,0.00,1.95,1.26,3.68,4.60,0.23,Matches
479,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,1.8,2.22,1.67,2.22,0.00,0.00,0.56,1.67,33.3,1.11,11.1,3.33,30.0,4.44,5.56,1.11,2.22,1.67,0.00,0.56,0.00,2.22,7.22,0.00,Matches
480,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,33.7,0.50,0.33,0.03,0.30,0.18,0.03,0.18,16.7,0.15,14.7,4.33,29.4,0.15,5.43,9.17,0.86,0.15,0.00,0.71,0.06,0.56,0.68,0.00,Matches
481,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,18,2001,0.6,1.67,1.67,0.00,1.67,0.00,0.00,1.67,0.0,1.67,40.0,11.7,29.2,5.00,11.7,23.3,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,Matches
482,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,18.3,1.69,1.15,0.93,0.71,0.05,0.55,1.09,50.0,0.55,8.42,2.79,33.1,5.36,2.68,0.38,1.64,0.55,0.00,1.09,1.20,2.90,6.34,0.00,Matches
483,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,16.6,1.51,0.72,1.14,0.30,0.06,0.48,1.69,28.6,1.20,8.07,2.95,36.6,5.24,2.65,0.18,1.33,0.54,0.00,0.78,0.66,2.17,9.82,0.06,Matches
484,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,7.2,3.47,1.81,2.50,0.69,0.28,1.53,2.22,68.8,0.69,16.3,5.28,32.5,8.33,6.39,1.53,2.78,0.28,0.00,2.50,1.39,4.86,2.78,0.00,Matches
485,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,19,2000,1.0,2.00,0.00,1.00,1.00,0.00,1.00,1.00,100.0,0.00,13.0,6.00,46.2,4.00,5.00,4.00,1.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,Matches
486,Mario Vranèiæ\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,7.1,3.94,2.11,1.97,1.83,0.14,1.97,3.94,50.0,1.97,18.6,4.37,23.5,8.45,7.18,2.96,1.97,0.14,0.00,1.83,0.42,4.37,0.99,0.14,Matches
487,Matìj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,9.1,0.44,0.22,0.11,0.22,0.11,0.22,0.66,33.3,0.44,20.2,5.16,25.5,1.65,7.25,11.3,1.32,0.33,0.00,0.99,0.00,0.44,0.77,0.00,Matches
488,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,14.3,1.19,0.56,0.70,0.35,0.14,0.35,0.98,35.7,0.63,13.2,3.15,23.8,3.71,5.94,3.57,1.26,0.07,0.00,1.19,0.77,1.96,0.35,0.00,Matches
489,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,26.6,1.24,0.86,0.53,0.64,0.08,0.71,1.24,57.6,0.53,9.62,3.80,39.5,3.53,4.44,1.65,1.17,0.23,0.04,0.94,0.56,1.80,2.41,0.00,Matches
490,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,7.8,1.79,1.03,1.03,0.51,0.26,0.90,2.69,33.3,1.79,12.6,3.72,29.6,5.26,5.90,1.41,3.08,0.38,0.00,2.69,1.15,2.95,3.59,0.13,Matches
491,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,1.85,1.11,1.85,0.00,0.00,0.37,1.85,20.0,1.48,13.3,4.44,33.3,7.04,4.07,2.22,2.22,0.74,0.00,1.48,0.74,2.59,3.33,0.00,Matches
492,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,34.1,4.05,1.91,2.40,1.41,0.23,1.32,2.14,61.6,0.82,17.9,5.16,28.8,8.97,6.69,2.26,2.96,0.41,0.00,2.55,1.44,5.48,3.17,0.00,Matches
493,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,3.33,0.00,0.00,3.33,0.00,0.00,0.00,,0.00,20.0,0.00,0.0,6.67,10.0,3.33,0.00,0.00,0.00,0.00,0.00,3.33,3.33,0.00,Matches
494,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,26.5,2.53,1.17,1.66,0.68,0.19,1.06,2.04,51.9,0.98,12.0,3.17,26.4,7.55,3.21,1.25,1.74,0.15,0.04,1.58,0.91,3.43,4.00,0.04,Matches
495,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,38.0,2.50,1.47,0.82,1.37,0.32,0.97,2.76,35.2,1.79,21.7,6.42,29.5,7.55,10.7,3.45,1.76,0.37,0.00,1.39,0.95,3.45,2.87,0.05,Matches
496,Kelland Watts\Kelland-Watts,eng ENG,DF,Newcastle Utd,19,1999,0.2,5.00,0.00,5.00,0.00,0.00,5.00,5.00,100.0,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,Matches
497,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,29.6,1.25,0.84,0.84,0.34,0.07,0.54,1.22,44.4,0.68,7.50,2.91,38.7,4.93,2.26,0.30,2.23,1.05,0.00,1.18,1.15,2.40,6.15,0.10,Matches
