Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
361,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,24,1995,22.3,36.0,32.4,3.63,0.49,0.13,7.94,1.43,2.65,2.83,1.17,0.85,0.36,25.8,3.63,6.55,30.6,3.54,0.90,0.31,0.13,27.6,0.04,0.63,0.49,1.61,Matches
362,Andreas Pereira\Andreas-Pereira,br BRA,MFFW,Manchester Utd,23,1996,16.5,46.7,41.9,4.73,1.39,0.06,9.52,1.82,1.76,2.24,0.85,0.73,0.18,31.4,7.58,7.70,5.39,38.4,1.39,0.55,0.18,34.3,0.24,0.67,1.33,1.64,Matches
363,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,25,1993,28.0,67.0,55.5,11.5,0.61,0.11,12.0,0.71,1.46,0.00,0.00,0.00,0.00,39.1,14.3,13.6,6.96,46.9,1.46,10.9,0.14,54.0,0.11,0.64,1.64,2.39,Matches
364,Roberto Pereyra\Roberto-Pereyra,ar ARG,FWMF,Watford,28,1991,18.3,35.7,33.6,2.19,0.27,0.22,6.61,0.82,0.87,1.20,0.49,0.33,0.05,22.4,7.65,5.68,4.97,27.5,1.97,0.66,0.38,29.4,0.05,0.55,0.87,0.98,Matches
365,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,26,1993,22.3,34.7,33.8,0.90,0.22,0.36,8.88,0.40,1.03,0.00,0.00,0.00,0.00,24.1,7.04,3.54,3.14,29.1,0.81,0.27,0.58,27.6,0.09,0.58,0.58,1.84,Matches
366,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,38.0,36.1,25.2,11.0,3.79,0.03,3.61,1.76,0.00,0.00,0.00,0.00,0.00,14.2,1.97,19.9,22.8,6.21,0.00,0.00,4.71,23.6,0.13,1.55,0.13,0.03,Matches
367,Brandon Pierrick\Brandon-Pierrick,eng ENG,DFFW,Crystal Palace,17,2001,0.2,45.0,45.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,15.0,0.00,0.00,45.0,0.00,0.00,0.00,25.0,0.00,0.00,0.00,15.0,Matches
368,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,30,1988,20.9,44.2,35.3,8.90,0.48,0.10,8.71,0.96,1.29,0.05,0.05,0.00,0.00,21.8,9.14,13.3,29.8,2.68,2.11,8.37,0.19,32.9,0.19,0.81,0.67,1.63,Matches
369,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,23,1995,3.2,32.8,31.9,0.94,0.00,0.31,5.63,0.00,1.56,0.63,0.00,0.31,0.00,23.4,4.06,5.31,3.75,28.1,0.94,0.00,0.00,23.1,0.31,0.94,0.63,0.94,Matches
370,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,26,1993,13.4,76.6,74.5,2.09,2.01,0.45,16.0,4.70,0.52,0.00,0.00,0.00,0.00,54.9,10.1,11.6,8.36,64.5,1.79,0.07,0.52,65.7,0.37,0.75,1.19,1.72,Matches
371,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,38.0,31.1,18.9,12.2,4.08,0.03,2.76,0.82,0.00,0.03,0.03,0.00,0.00,5.71,1.82,23.5,1.55,22.1,0.08,0.03,4.42,14.1,0.21,1.66,0.13,0.11,Matches
372,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,25,1994,12.6,42.8,42.2,0.56,0.24,0.16,8.41,0.79,0.71,0.00,0.00,0.00,0.00,28.5,7.54,6.75,3.10,35.8,3.10,0.24,0.24,35.4,0.08,0.56,0.48,1.43,Matches
373,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,32,1987,0.6,16.7,16.7,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.33,8.33,1.67,10.0,1.67,0.00,0.00,10.0,0.00,1.67,0.00,0.00,Matches
374,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,27,1991,31.4,56.8,56.1,0.80,0.57,0.19,10.3,1.08,0.89,0.00,0.00,0.00,0.00,41.2,8.66,6.94,4.68,49.3,2.04,0.13,0.22,47.2,0.19,1.18,1.27,1.50,Matches
375,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,29,1990,32.1,16.3,14.2,2.09,0.00,0.09,4.27,0.09,0.44,0.00,0.00,0.00,0.00,11.9,3.12,1.28,2.99,11.8,0.84,0.06,0.50,13.1,0.00,0.12,0.25,0.78,Matches
376,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,20,1998,19.1,36.6,36.1,0.52,0.21,0.21,11.2,0.84,1.36,0.21,0.16,0.00,0.00,26.3,5.50,4.87,7.28,27.3,1.47,0.10,0.10,28.6,0.10,0.52,0.42,1.83,Matches
377,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWDF,Watford,23,1995,0.8,38.8,33.8,5.00,1.25,0.00,6.25,1.25,5.00,0.00,0.00,0.00,0.00,11.3,11.3,16.3,5.00,22.5,6.25,3.75,0.00,22.5,0.00,1.25,1.25,0.00,Matches
378,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,19,1999,0.2,45.0,45.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.0,5.00,0.00,0.00,45.0,0.00,0.00,0.00,45.0,0.00,0.00,0.00,0.00,Matches
379,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,37.0,30.4,19.0,11.4,3.59,0.03,2.89,0.89,0.00,0.00,0.00,0.00,0.00,11.4,1.35,17.6,1.54,22.0,0.03,0.00,4.97,17.5,0.11,1.24,0.08,0.14,Matches
380,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,32,1987,2.0,20.0,11.0,9.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.50,17.5,0.00,15.0,0.00,0.00,1.50,11.0,0.50,0.00,0.00,0.00,Matches
381,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,21,1997,29.4,33.6,32.7,0.92,0.07,0.27,5.51,0.88,0.99,0.31,0.17,0.03,0.07,25.2,4.08,4.29,3.03,28.3,0.95,0.27,0.48,25.8,0.10,0.61,0.88,1.46,Matches
382,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,25,1994,30.7,34.6,34.0,0.59,0.03,0.16,9.71,1.21,1.56,0.00,0.00,0.00,0.00,22.9,6.16,5.54,2.61,30.1,1.07,0.10,0.10,25.4,0.20,0.81,0.91,1.47,Matches
383,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,36,1982,12.0,32.9,21.2,11.8,4.00,0.00,3.92,1.33,0.00,0.00,0.00,0.00,0.00,11.6,2.33,19.0,2.75,24.2,0.00,0.00,3.92,22.7,0.25,1.08,0.08,0.00,Matches
384,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,20,1999,38.0,45.2,44.3,0.84,0.74,0.05,8.50,2.13,0.58,0.00,0.00,0.00,0.00,31.4,6.21,7.61,7.89,33.8,2.34,0.11,0.05,38.8,0.08,0.95,0.55,0.68,Matches
385,Richarlison\Richarlison,br BRA,FW,Everton,22,1997,34.1,24.1,23.5,0.67,0.06,0.12,7.54,0.32,1.03,0.06,0.00,0.03,0.00,14.6,5.84,3.67,5.48,15.8,1.26,0.21,0.21,15.9,0.06,0.82,0.70,2.20,Matches
386,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,26,1993,25.9,57.3,42.6,14.7,2.36,0.15,7.95,1.47,2.97,2.78,1.39,0.89,0.23,24.8,14.2,18.2,40.9,2.70,3.24,9.54,0.08,39.1,0.19,1.54,1.35,2.43,Matches
387,Ja?ro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,22,1996,8.5,47.1,38.1,8.94,1.29,0.00,6.82,0.71,0.71,0.00,0.00,0.00,0.00,26.6,8.47,12.0,33.1,3.18,2.71,7.65,0.00,35.4,0.12,0.82,1.29,0.35,Matches
388,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,29,1989,14.6,47.3,36.5,10.8,1.85,0.00,9.79,3.22,2.60,3.90,1.58,1.64,0.21,23.2,10.1,14.0,31.9,7.60,1.71,5.07,0.27,32.5,0.21,0.75,0.62,2.05,Matches
389,Roberto\Roberto,es ESP,GK,West Ham,33,1986,7.6,30.5,20.4,10.1,4.74,0.00,1.84,0.26,0.00,0.00,0.00,0.00,0.00,6.97,1.71,21.8,0.92,23.8,0.00,0.00,3.42,14.9,0.13,0.53,0.00,0.00,Matches
390,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,0.3,33.3,30.0,3.33,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,23.3,6.67,3.33,30.0,3.33,0.00,0.00,0.00,23.3,0.00,0.00,3.33,0.00,Matches
391,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,34.6,84.6,73.3,11.3,1.42,0.14,9.22,2.46,3.76,1.24,0.20,0.75,0.03,53.0,15.1,16.6,67.4,5.38,2.69,8.67,0.06,68.5,0.12,1.27,1.04,2.37,Matches
392,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,20.7,19.5,1.20,0.00,0.13,5.07,1.20,1.60,0.00,0.00,0.00,0.00,14.0,3.47,3.20,4.13,15.2,0.53,0.13,0.27,15.6,0.00,0.67,0.40,0.93,Matches
393,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,25,1993,5.6,45.9,41.1,4.82,1.61,0.18,4.11,1.61,1.25,0.00,0.00,0.00,0.00,28.6,3.93,13.4,32.9,5.71,2.86,3.21,0.18,34.5,0.00,2.32,0.18,1.25,Matches
394,Rodri\Rodri,es ESP,MF,Manchester City,23,1996,27.6,91.9,90.8,1.16,1.09,0.00,17.3,3.62,0.14,0.00,0.00,0.00,0.00,71.7,9.86,10.4,12.3,74.5,3.15,0.07,0.43,85.6,0.04,0.76,0.62,0.69,Matches
395,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,22.4,22.1,21.5,0.63,0.09,0.04,6.70,0.45,0.54,0.00,0.00,0.00,0.00,10.9,6.74,4.42,0.89,15.8,2.01,0.04,0.80,15.4,0.00,0.27,0.45,1.16,Matches
396,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,28,1991,0.2,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
397,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,1.4,39.3,32.1,7.14,1.43,0.00,4.29,1.43,1.43,0.00,0.00,0.00,0.00,17.9,8.57,12.9,27.9,3.57,0.71,5.71,0.00,26.4,0.00,2.14,0.00,0.00,Matches
398,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,20.7,50.1,49.2,0.97,0.92,0.19,10.1,1.01,0.29,0.00,0.00,0.00,0.00,32.5,8.16,9.47,9.18,35.6,3.62,0.05,0.39,41.8,0.05,0.53,0.72,0.53,Matches
399,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,9.9,57.8,48.5,9.29,1.72,0.00,6.97,0.51,3.13,0.10,0.00,0.10,0.00,35.7,9.19,12.9,41.6,6.77,1.31,7.47,0.00,43.9,0.30,0.10,1.52,2.22,Matches
400,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,9.6,43.6,37.3,6.35,1.46,0.00,5.10,0.83,0.63,0.00,0.00,0.00,0.00,25.7,8.96,8.96,31.0,5.10,1.88,4.90,0.00,33.9,0.21,0.63,0.52,1.56,Matches
401,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,19.0,76.3,74.5,1.74,1.32,0.00,9.74,3.11,0.21,0.00,0.00,0.00,0.00,55.6,7.95,12.7,14.4,56.8,2.63,0.42,0.32,66.9,0.32,1.26,0.26,0.68,Matches
402,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,28,1991,7.7,33.8,32.7,1.04,0.26,0.26,8.05,0.26,0.52,0.00,0.00,0.00,0.00,20.0,8.44,5.32,6.49,25.1,1.17,0.52,0.00,25.5,0.00,0.39,1.17,1.69,Matches
403,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,38.0,38.5,29.7,8.76,1.55,0.00,5.76,1.24,0.00,0.00,0.00,0.00,0.00,21.0,2.63,14.9,4.61,26.1,0.08,0.00,6.13,30.9,0.18,1.24,0.13,0.13,Matches
404,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,20.7,23.7,23.2,0.43,0.05,0.14,5.85,0.92,2.42,0.00,0.00,0.00,0.00,16.3,4.15,3.19,2.85,19.8,0.39,0.29,0.10,17.2,0.14,0.39,0.58,1.35,Matches
405,Romain Sa?ss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,30.1,51.2,49.6,1.56,1.23,0.03,6.21,2.03,0.23,0.00,0.00,0.00,0.00,31.6,7.51,12.0,40.9,4.52,3.22,0.33,0.17,41.6,0.13,1.06,0.60,1.03,Matches
406,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,19.5,43.3,36.8,6.46,0.67,0.10,9.03,0.97,2.31,0.56,0.15,0.21,0.15,27.1,9.13,7.03,29.5,7.38,0.82,5.23,0.00,33.8,0.21,1.03,1.03,1.90,Matches
407,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,29,1990,10.3,50.1,48.3,1.75,1.65,0.00,6.80,0.97,0.00,0.00,0.00,0.00,0.00,37.9,4.76,7.48,37.3,9.13,2.04,0.10,0.39,43.8,0.10,0.29,0.29,0.49,Matches
408,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,32.0,31.4,29.8,1.63,0.13,0.41,7.50,0.59,1.09,0.88,0.09,0.47,0.09,22.3,4.97,4.16,24.8,5.19,0.56,0.25,0.34,23.3,0.09,0.47,0.84,1.47,Matches
409,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,10.5,17.0,16.3,0.76,0.00,0.10,4.95,0.10,0.29,0.00,0.00,0.00,0.00,8.95,3.43,4.67,2.10,9.81,2.00,0.10,0.57,12.1,0.00,0.38,0.29,0.57,Matches
410,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,1.3,42.3,42.3,0.00,0.00,0.00,11.5,0.77,0.00,0.00,0.00,0.00,0.00,21.5,10.0,10.8,10.8,24.6,3.85,0.00,1.54,34.6,0.00,0.00,0.77,0.77,Matches
411,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,27.0,55.4,54.0,1.44,0.89,0.00,7.93,1.56,0.07,0.00,0.00,0.00,0.00,42.3,5.93,7.19,7.44,43.7,2.59,0.56,0.15,48.1,0.07,0.63,0.48,0.74,Matches
412,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,23,1996,0.1,70.0,70.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.0,0.00,0.00,60.0,10.0,0.00,0.00,0.00,60.0,0.00,0.00,0.00,0.00,Matches
413,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,22.5,26.8,26.3,0.44,0.09,0.13,6.36,0.53,4.09,0.04,0.00,0.04,0.00,17.9,4.98,3.91,1.82,23.4,0.67,0.04,0.22,19.5,0.13,0.58,0.71,1.33,Matches
414,Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,27,1991,18.6,41.2,37.5,3.76,2.58,0.00,6.72,3.87,0.48,0.00,0.00,0.00,0.00,21.5,5.75,14.0,5.22,31.9,2.15,1.18,0.00,31.0,0.43,1.08,0.43,0.54,Matches
415,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,4.0,42.3,32.3,10.0,0.25,0.00,7.75,0.75,3.50,0.00,0.00,0.00,0.00,17.8,14.3,10.3,3.00,26.3,2.00,9.75,0.00,30.3,0.00,0.75,0.75,1.75,Matches
416,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,11.5,29.7,27.8,1.91,0.26,0.09,6.96,0.70,0.70,0.00,0.00,0.00,0.00,19.0,5.04,5.74,19.9,5.04,1.30,1.65,0.26,22.3,0.26,0.43,0.96,0.87,Matches
417,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,38.0,31.0,21.6,9.42,3.05,0.03,2.89,1.71,0.00,0.00,0.00,0.00,0.00,16.2,2.63,12.2,1.45,24.1,0.08,0.00,4.00,23.8,0.16,1.11,0.11,0.08,Matches
418,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,51.1,49.5,1.53,0.90,0.00,8.74,2.70,0.36,0.00,0.00,0.00,0.00,30.5,10.5,10.1,6.94,40.7,1.98,0.00,0.27,44.5,0.00,0.36,0.54,0.81,Matches
419,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,3.8,51.3,44.2,7.11,0.53,0.00,10.3,1.32,3.16,0.26,0.00,0.26,0.00,31.3,11.1,8.95,39.7,2.89,1.05,6.32,0.00,38.2,0.00,0.26,1.05,2.11,Matches
420,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,2.1,51.9,45.7,6.19,0.95,0.00,10.0,1.43,1.90,2.86,1.43,0.48,0.00,29.5,12.4,10.0,39.0,8.10,0.95,2.38,0.00,42.9,0.95,0.00,1.90,0.95,Matches
421,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,11.7,19.0,18.5,0.51,0.00,0.09,5.90,0.17,1.28,0.00,0.00,0.00,0.00,11.5,4.87,2.65,1.79,14.5,1.54,0.00,0.43,13.8,0.09,0.26,0.60,1.03,Matches
422,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,19.3,67.2,58.9,8.24,0.98,0.05,12.6,0.73,1.24,0.26,0.21,0.00,0.00,47.2,10.5,9.48,50.4,5.75,2.85,6.99,0.16,58.1,0.05,0.62,0.98,1.92,Matches
423,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,23.5,46.4,41.0,5.40,2.13,0.26,9.79,4.60,1.06,2.60,1.11,1.02,0.17,24.4,6.68,15.3,4.98,39.4,1.36,0.09,0.17,33.6,0.51,0.98,0.81,0.89,Matches
424,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,20.3,57.4,47.5,9.85,0.89,0.00,9.06,1.72,2.41,0.05,0.00,0.00,0.00,32.9,13.3,11.3,6.90,38.1,2.32,8.92,0.10,44.8,0.20,0.99,1.28,2.22,Matches
425,Gylfi Sigur?sson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,28.4,39.0,34.3,4.75,1.48,0.11,5.63,1.80,1.65,2.50,1.02,1.23,0.18,25.0,6.48,7.54,6.16,30.6,1.34,0.11,0.21,30.5,0.11,0.70,0.49,1.20,Matches
426,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,22.6,64.2,61.7,2.52,0.49,0.13,11.1,1.06,2.79,0.84,0.04,0.04,0.00,48.8,9.29,6.11,56.7,4.16,1.77,1.06,0.09,55.8,0.09,0.27,0.66,1.73,Matches
427,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,20.3,74.5,71.7,2.86,0.89,0.54,13.3,0.59,1.28,0.49,0.05,0.10,0.00,60.7,8.97,4.88,63.6,9.31,0.79,0.25,0.25,65.0,0.30,0.69,1.67,1.92,Matches
428,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1996,2.7,37.0,31.9,5.19,0.00,0.00,6.30,1.11,0.00,0.00,0.00,0.00,0.00,19.6,10.0,7.41,25.2,5.56,0.37,5.19,0.00,25.9,0.37,2.96,1.11,1.11,Matches
429,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,27.2,47.0,44.6,2.46,0.77,0.07,7.21,0.85,0.77,0.00,0.00,0.00,0.00,35.3,6.84,4.89,4.60,37.7,1.73,1.69,0.44,40.7,0.11,0.51,0.88,0.85,Matches
430,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,0.9,42.2,42.2,0.00,0.00,0.00,5.56,1.11,0.00,0.00,0.00,0.00,0.00,34.4,2.22,5.56,2.22,35.6,4.44,0.00,0.00,36.7,0.00,2.22,2.22,0.00,Matches
431,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,4.4,47.7,46.1,1.59,0.23,0.23,8.64,1.36,0.91,0.00,0.00,0.00,0.00,32.3,7.73,7.73,7.05,38.6,0.91,0.23,0.23,39.8,0.00,0.68,0.68,1.14,Matches
432,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,22.8,46.5,37.5,8.99,0.92,0.04,7.81,0.57,0.92,0.04,0.04,0.00,0.00,26.2,8.82,11.5,2.94,32.2,2.19,8.03,0.09,37.1,0.13,0.96,0.57,1.67,Matches
433,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,1.1,32.7,32.7,0.00,0.00,0.00,7.27,0.91,0.91,0.00,0.00,0.00,0.00,24.5,5.45,2.73,2.73,29.1,0.91,0.00,0.00,27.3,0.00,0.91,0.91,0.91,Matches
434,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,16.8,37.8,31.5,6.31,1.90,0.12,6.73,2.20,3.10,4.29,1.61,1.43,1.13,19.4,6.13,12.3,32.2,3.15,1.73,0.06,0.12,25.9,0.18,0.36,0.89,1.43,Matches
435,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,27,1991,2.8,47.5,40.0,7.50,1.07,0.00,5.71,2.14,6.07,0.00,0.00,0.00,0.00,23.6,10.4,13.6,6.79,29.6,3.57,6.43,0.36,33.6,0.00,0.36,0.36,2.50,Matches
436,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,14.5,49.9,36.3,13.6,0.76,0.00,8.07,1.31,2.83,0.00,0.00,0.00,0.00,18.7,14.3,16.9,4.41,28.6,3.03,12.8,0.21,36.0,0.21,0.83,0.76,0.97,Matches
437,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,18.3,23.4,22.1,1.37,0.05,0.00,7.43,0.16,0.49,0.00,0.00,0.00,0.00,14.6,5.14,3.66,2.19,16.8,2.02,0.05,0.49,17.3,0.05,0.33,0.49,1.04,Matches
438,Tomáš Souèek\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,11.6,33.8,33.3,0.52,0.26,0.00,8.19,0.95,0.09,0.09,0.09,0.00,0.00,19.6,5.86,8.36,3.79,23.3,2.93,0.17,0.00,23.6,0.09,0.52,0.43,1.03,Matches
439,Ça?lar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,33.7,66.4,64.9,1.54,1.31,0.00,7.69,1.57,0.12,0.00,0.00,0.00,0.00,53.4,5.82,7.18,12.9,49.1,2.49,0.24,0.27,60.4,0.24,0.71,0.33,0.56,Matches
440,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,0.5,46.0,46.0,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,32.0,12.0,2.00,12.0,24.0,6.00,0.00,2.00,34.0,0.00,2.00,0.00,2.00,Matches
441,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,17.2,45.3,36.3,9.01,0.35,0.00,9.07,0.47,0.93,0.06,0.06,0.00,0.00,21.7,11.1,12.6,3.78,28.9,3.14,8.60,0.06,32.6,0.17,0.76,1.10,2.15,Matches
442,Junior Stanislas\Junior-Stanislas,eng ENG,MFDF,Bournemouth,29,1989,7.9,39.2,34.8,4.43,1.52,0.13,7.97,1.39,1.65,2.03,1.01,0.63,0.13,24.1,7.72,7.47,3.29,33.3,0.51,0.76,0.25,28.1,0.13,0.89,0.51,2.03,Matches
443,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,20.0,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,20.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
444,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,28.1,58.4,57.8,0.60,0.43,0.14,10.6,2.03,0.18,0.00,0.00,0.00,0.00,39.1,10.1,9.15,6.23,49.0,2.24,0.14,0.21,50.6,0.14,0.85,0.93,0.89,Matches
445,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,27.2,44.1,42.2,1.84,1.36,0.15,7.24,1.29,0.11,0.00,0.00,0.00,0.00,26.4,4.41,13.2,2.28,37.1,3.38,0.48,0.07,33.3,0.22,1.36,0.29,0.85,Matches
446,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,29.5,41.3,40.6,0.68,0.03,0.14,9.83,0.14,2.14,0.03,0.00,0.00,0.00,32.7,5.08,3.46,4.51,34.8,0.64,0.44,0.47,33.3,0.03,0.44,1.12,1.86,Matches
447,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,37.2,50.9,42.3,8.68,0.19,0.03,9.38,0.75,2.26,0.00,0.00,0.00,0.00,27.5,11.4,12.1,36.3,3.66,1.88,8.49,0.05,37.8,0.16,0.83,1.02,2.39,Matches
448,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,13.1,30.9,29.4,1.53,0.00,0.23,9.16,0.31,0.76,0.00,0.00,0.00,0.00,21.7,5.11,4.12,26.1,2.82,1.15,0.15,0.15,22.2,0.08,0.76,0.76,1.98,Matches
449,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,12.5,81.3,80.1,1.20,0.88,0.00,10.8,2.88,0.00,0.00,0.00,0.00,0.00,67.8,5.76,7.76,8.24,67.1,3.44,0.32,0.24,77.3,0.08,0.32,0.16,0.32,Matches
450,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,0.8,26.3,26.3,0.00,0.00,0.00,15.0,0.00,1.25,0.00,0.00,0.00,0.00,15.0,8.75,2.50,1.25,18.8,1.25,0.00,3.75,17.5,0.00,0.00,1.25,2.50,Matches
451,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,44.7,40.7,4.00,2.00,0.00,8.67,5.33,1.33,2.00,2.00,0.00,0.00,30.0,7.33,7.33,3.33,38.0,2.00,0.00,0.00,39.3,0.00,0.00,0.67,0.00,Matches
452,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,2.6,48.8,45.4,3.46,2.69,0.00,7.69,2.69,0.38,0.77,0.38,0.38,0.00,26.5,11.2,11.2,36.5,5.00,5.77,0.00,0.00,39.2,0.00,0.77,0.38,0.38,Matches
453,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,0.3,33.3,33.3,0.00,0.00,3.33,13.3,0.00,3.33,0.00,0.00,0.00,0.00,13.3,6.67,13.3,3.33,13.3,6.67,0.00,0.00,13.3,3.33,0.00,0.00,0.00,Matches
